,trustLevel,totalScannedItems,lineItemVoids,scansWithoutRegistration,valuePerSecond,lineItemVoidsPerPosition,grandTotal,quantityModifications
35,5.0,30.00000000000003,9.0,9.0,0.0992051282051282,0.3,77.38,5.0
36,5.0,24.00000000000002,4.0,5.0,0.00595055413469736,0.166666666666667,6.98,1.0
37,5.0,25.000000000000025,4.0,8.0,0.0462240663900415,0.16,77.98,0.0
38,5.0,23.99999999999993,11.0,9.0,0.0372814982973893,0.4583333333333329,65.69,0.0
39,5.0,21.0,9.0,8.0,0.00452830188679245,0.42857142857142894,0.96,5.0
40,5.0,28.999999999999968,4.0,5.0,0.00862249346120314,0.137931034482759,9.89,2.0
41,5.0,22.000000000000018,11.0,9.0,0.10628158844765302,0.5,58.88,0.0
42,5.0,22.99999999999996,4.0,8.0,0.0523913043478261,0.17391304347826098,69.89,4.0
43,5.0,28.999999999999954,5.0,10.0,0.0451034063260341,0.172413793103448,74.15,4.0
44,5.0,30.000000000000007,4.0,2.0,0.0471175166297118,0.133333333333333,63.75,1.0
45,5.0,30.000000000000025,5.0,1.0,0.0557949479940565,0.166666666666667,75.1,0.0
46,5.0,23.000000000000043,8.0,3.0,0.0037125070741369603,0.34782608695652195,6.56,1.0
47,5.0,27.0,11.0,5.0,0.0564259259259259,0.407407407407407,60.94,1.0
48,5.0,27.99999999999992,0.0,2.0,0.0311359516616314,0.0,51.53,5.0
49,5.0,29.00000000000001,3.0,8.0,0.0566236054022314,0.103448275862069,96.43,2.0
50,5.0,24.00000000000003,0.0,5.0,0.0438926746166951,0.0,51.53,3.0
51,5.0,30.00000000000006,9.0,4.0,0.0558198051948052,0.3,68.77,2.0
52,5.0,25.999999999999986,2.0,10.0,0.0926984126984127,0.0769230769230769,52.56,3.0
53,5.0,24.00000000000003,8.0,7.0,0.0647529069767442,0.33333333333333304,89.1,0.0
54,5.0,20.999999999999986,8.0,10.0,0.04453095684803,0.38095238095238104,47.47,2.0
55,5.0,21.00000000000004,8.0,9.0,0.0155861581920904,0.38095238095238104,22.07,5.0
56,5.0,27.99999999999996,0.0,2.0,0.0599031633311814,0.0,92.79,2.0
57,5.0,28.00000000000003,6.0,10.0,0.0575824175824176,0.214285714285714,57.64,2.0
58,4.0,28.000000000000025,7.0,7.0,0.0329878971255673,0.25,43.61,4.0
59,5.0,27.000000000000043,9.0,4.0,0.0038038277511961704,0.33333333333333304,3.18,3.0
60,4.0,28.00000000000006,2.0,9.0,0.0280574324324324,0.0714285714285714,49.83,5.0
61,5.0,24.999999999999986,9.0,8.0,0.0014955357142857099,0.36,1.34,4.0
62,5.0,23.999999999999954,9.0,5.0,0.0104588796185936,0.375,17.55,2.0
63,5.0,28.000000000000043,6.0,7.0,0.0343159922928709,0.214285714285714,35.62,3.0
64,5.0,27.99999999999994,10.0,6.0,0.0291403379867744,0.3571428571428571,39.66,3.0
65,5.0,26.999999999999986,1.0,6.0,0.0818427518427518,0.037037037037037,33.31,4.0
66,5.0,27.999999999999975,6.0,8.0,0.0309471094710947,0.214285714285714,50.32,2.0
67,5.0,27.000000000000014,11.0,5.0,0.0856041131105398,0.407407407407407,66.6,1.0
68,5.0,29.99999999999995,6.0,0.0,0.0268461538461538,0.2,31.41,0.0
69,5.0,25.00000000000006,3.0,5.0,0.0632066508313539,0.12,79.83,1.0
70,5.0,24.000000000000007,9.0,8.0,0.010374269005848,0.375,8.87,1.0
71,5.0,28.99999999999999,3.0,9.0,0.0170245398773006,0.103448275862069,5.55,2.0
72,5.0,23.99999999999995,1.0,5.0,0.0061371588523443,0.0416666666666667,8.77,2.0
73,5.0,24.999999999999968,1.0,10.0,0.0727629063097514,0.04,76.11,0.0
74,4.0,28.000000000000014,9.0,8.0,0.0179724409448819,0.32142857142857106,27.39,2.0
75,5.0,27.999999999999996,0.0,4.0,0.0179076479076479,0.0,24.82,0.0
76,5.0,29.999999999999986,0.0,5.0,0.0570588235294118,0.0,56.26,4.0
77,5.0,27.999999999999996,0.0,10.0,0.0638908659549229,0.0,53.86,1.0
78,5.0,25.99999999999995,2.0,7.0,0.06484,0.0769230769230769,97.26,4.0
79,5.0,27.99999999999995,8.0,9.0,0.0106816760475297,0.28571428571428603,17.08,5.0
80,5.0,24.999999999999943,1.0,6.0,0.0834065934065934,0.04,98.67,1.0
81,5.0,26.99999999999999,5.0,9.0,0.0678532901833873,0.185185185185185,62.9,1.0
82,5.0,28.0,1.0,0.0,0.0181302521008403,0.0357142857142857,25.89,4.0
83,5.0,28.99999999999999,4.0,10.0,0.0447648261758691,0.137931034482759,43.78,0.0
84,5.0,29.000000000000014,8.0,3.0,0.116602564102564,0.27586206896551696,36.38,3.0
85,4.0,27.00000000000006,8.0,9.0,0.0360047704233751,0.296296296296296,60.38,3.0
86,5.0,26.999999999999996,6.0,1.0,0.0038278931750741797,0.222222222222222,2.58,5.0
87,5.0,22.999999999999993,10.0,4.0,0.0241363636363636,0.43478260869565205,26.55,5.0
88,5.0,27.00000000000004,10.0,7.0,0.0922844344904815,0.37037037037037,82.41,5.0
89,5.0,26.999999999999996,8.0,7.0,0.20212765957446802,0.296296296296296,9.5,4.0
90,5.0,25.99999999999993,9.0,10.0,0.0451702250432776,0.34615384615384603,78.28,2.0
91,4.0,29.999999999999986,11.0,10.0,0.0831087470449173,0.3666666666666671,70.31,3.0
92,4.0,27.999999999999968,8.0,0.0,0.00030885780885780897,0.28571428571428603,0.53,0.0
93,5.0,24.999999999999932,11.0,9.0,0.048207489257213,0.44,78.53,2.0
94,5.0,23.000000000000068,11.0,7.0,0.0300936123348018,0.4782608695652171,54.65,4.0
95,5.0,24.99999999999999,4.0,5.0,0.015280701754386,0.16,8.71,1.0
96,5.0,28.999999999999943,4.0,3.0,0.0488586956521739,0.137931034482759,71.92,0.0
97,5.0,24.999999999999982,8.0,8.0,0.0570142180094787,0.32,72.18,5.0
98,4.0,25.000000000000018,7.0,10.0,0.0370666666666667,0.28,22.24,3.0
99,5.0,26.000000000000064,6.0,2.0,0.0061051004636785205,0.23076923076923103,7.9,4.0
100,5.0,22.999999999999982,8.0,5.0,0.0734441489361702,0.34782608695652195,55.23,0.0
101,5.0,29.000000000000018,0.0,6.0,0.0855068493150685,0.0,31.21,5.0
102,5.0,21.000000000000004,5.0,9.0,0.049341590612776993,0.23809523809523803,75.69,0.0
103,5.0,29.000000000000018,5.0,0.0,0.0507950530035336,0.172413793103448,86.25,5.0
104,5.0,26.000000000000068,9.0,5.0,0.0059164345403899705,0.34615384615384603,10.62,3.0
105,5.0,24.000000000000014,6.0,9.0,0.009921259842519679,0.25,12.6,3.0
106,5.0,29.999999999999993,2.0,8.0,0.0147115384615385,0.0666666666666667,21.42,4.0
107,5.0,24.99999999999999,10.0,3.0,0.0131673960612691,0.4,24.07,2.0
108,5.0,29.99999999999995,3.0,9.0,0.00881520778072502,0.1,9.97,0.0
109,5.0,26.99999999999997,3.0,2.0,0.0980934809348094,0.111111111111111,79.75,0.0
110,5.0,23.999999999999975,11.0,5.0,0.0314362176628011,0.4583333333333329,35.24,4.0
111,5.0,23.99999999999996,3.0,3.0,0.027408142999007002,0.125,27.6,0.0
112,5.0,28.999999999999954,2.0,10.0,0.0421400394477318,0.0689655172413793,42.73,4.0
113,5.0,22.999999999999982,4.0,5.0,0.0557142857142857,0.17391304347826098,26.52,2.0
114,5.0,27.000000000000046,8.0,6.0,0.000965600482800241,0.296296296296296,1.6,1.0
115,5.0,29.000000000000014,7.0,2.0,0.1360406885759,0.24137931034482799,86.93,4.0
116,5.0,23.0,2.0,1.0,0.0379519879969993,0.0869565217391304,50.59,1.0
117,5.0,26.999999999999993,9.0,7.0,0.106144278606965,0.33333333333333304,42.67,3.0
118,5.0,29.000000000000064,5.0,6.0,0.031059413027917003,0.172413793103448,43.39,2.0
119,5.0,24.999999999999964,5.0,4.0,0.0357514450867052,0.2,61.85,4.0
120,5.0,28.000000000000007,5.0,7.0,0.0719094247246022,0.178571428571429,58.75,2.0
121,5.0,24.000000000000036,5.0,5.0,0.0749309153713299,0.208333333333333,86.77,1.0
122,5.0,25.000000000000004,8.0,6.0,0.0227624720774386,0.32,30.57,0.0
123,5.0,26.000000000000007,5.0,10.0,0.0582299819385912,0.19230769230769199,96.72,2.0
124,5.0,23.999999999999993,1.0,10.0,0.0684239130434783,0.0416666666666667,88.13,4.0
125,5.0,25.99999999999997,10.0,1.0,0.0576104542626011,0.384615384615385,92.58,2.0
126,5.0,30.00000000000003,2.0,2.0,0.0868181818181818,0.0666666666666667,61.12,5.0
127,4.0,26.000000000000032,9.0,9.0,0.0290035587188612,0.34615384615384603,32.6,5.0
128,5.0,23.00000000000002,10.0,2.0,0.063588195841717,0.43478260869565205,94.81,0.0
129,5.0,24.0,3.0,8.0,0.11494929006085199,0.125,56.67,5.0
130,5.0,23.00000000000001,8.0,10.0,0.0926277372262774,0.34782608695652195,25.38,1.0
131,5.0,26.999999999999975,10.0,7.0,0.0592436974789916,0.37037037037037,49.35,5.0
132,5.0,29.99999999999999,11.0,0.0,0.0262719298245614,0.3666666666666671,35.94,1.0
133,5.0,21.999999999999932,10.0,6.0,0.0017737003058104,0.45454545454545503,2.9,1.0
134,5.0,28.99999999999998,9.0,2.0,0.0483311772315653,0.31034482758620696,74.72,2.0
135,5.0,24.000000000000007,1.0,9.0,0.0137837837837838,0.0416666666666667,9.69,4.0
136,4.0,28.99999999999997,6.0,9.0,0.0568686073957514,0.206896551724138,72.28,4.0
137,5.0,26.999999999999982,4.0,4.0,0.08711281070745701,0.148148148148148,45.56,3.0
138,5.0,19.00000000000003,10.0,8.0,0.0578337236533958,0.526315789473684,98.78,1.0
139,5.0,23.00000000000002,10.0,0.0,0.0352851496329757,0.43478260869565205,62.49,3.0
140,5.0,28.000000000000068,9.0,0.0,0.10034883720930199,0.32142857142857106,17.26,1.0
141,5.0,27.99999999999999,9.0,4.0,0.0841430948419301,0.32142857142857106,50.57,1.0
142,5.0,22.99999999999996,10.0,5.0,0.0323298122065728,0.43478260869565205,55.09,1.0
143,5.0,29.99999999999999,6.0,3.0,0.0420284308365227,0.2,76.87,2.0
144,5.0,26.999999999999954,11.0,10.0,0.0805801687763713,0.407407407407407,76.39,0.0
145,5.0,25.000000000000007,9.0,10.0,0.126080586080586,0.36,68.84,2.0
146,4.0,29.000000000000046,6.0,10.0,0.0238691588785047,0.206896551724138,25.54,4.0
147,5.0,23.999999999999993,2.0,9.0,0.03938837920489299,0.0833333333333333,25.76,2.0
148,5.0,28.00000000000003,9.0,4.0,0.0771102661596958,0.32142857142857106,60.84,4.0
149,5.0,25.99999999999993,10.0,1.0,0.00196768609347952,0.384615384615385,3.41,0.0
150,5.0,28.00000000000008,11.0,7.0,0.00149764150943396,0.3928571428571429,2.54,3.0
151,5.0,30.0,4.0,9.0,0.17526041666666697,0.133333333333333,33.65,5.0
152,5.0,28.999999999999936,5.0,9.0,0.0318300653594771,0.172413793103448,43.83,0.0
153,4.0,29.000000000000014,9.0,8.0,0.0546153846153846,0.31034482758620696,97.27,3.0
154,5.0,23.999999999999964,3.0,4.0,0.0452263126131563,0.125,74.94,3.0
155,5.0,23.00000000000003,8.0,7.0,0.0684264432029795,0.34782608695652195,73.49,5.0
156,5.0,26.000000000000014,7.0,7.0,0.10208667736757598,0.269230769230769,63.6,5.0
157,5.0,24.99999999999995,9.0,7.0,0.0254283360790774,0.36,30.87,0.0
158,4.0,27.000000000000036,7.0,10.0,0.045513856812933,0.25925925925925897,78.83,5.0
159,5.0,24.000000000000057,3.0,1.0,0.0133358954650269,0.125,17.35,0.0
160,5.0,25.999999999999943,3.0,6.0,0.018446033810143002,0.115384615384615,28.37,0.0
161,5.0,25.00000000000003,6.0,6.0,0.00475581395348837,0.24,4.09,5.0
162,4.0,28.000000000000004,6.0,9.0,0.0397142857142857,0.214285714285714,59.77,3.0
163,5.0,24.999999999999964,8.0,10.0,0.015473393227366999,0.32,22.39,3.0
164,5.0,28.0,6.0,10.0,0.16375,0.214285714285714,6.55,2.0
165,5.0,29.999999999999996,7.0,2.0,0.11294117647058802,0.23333333333333303,63.36,0.0
166,5.0,30.000000000000007,6.0,10.0,0.0954112554112554,0.2,66.12,1.0
167,5.0,30.000000000000025,2.0,10.0,0.0736923076923077,0.0666666666666667,67.06,2.0
168,5.0,28.0,11.0,6.0,0.0075535714285714295,0.3928571428571429,4.23,1.0
169,5.0,26.99999999999995,11.0,5.0,0.0411631537861046,0.407407407407407,52.73,3.0
170,5.0,26.999999999999964,10.0,3.0,0.005335740072202171,0.37037037037037,7.39,4.0
171,5.0,27.00000000000001,9.0,2.0,0.0368790637191157,0.33333333333333304,28.36,5.0
172,5.0,21.99999999999998,11.0,7.0,0.0109681449094316,0.5,17.56,2.0
173,5.0,21.99999999999999,10.0,4.0,0.0234602076124567,0.45454545454545503,6.78,4.0
174,5.0,24.99999999999999,1.0,6.0,0.00943217665615142,0.04,2.99,1.0
175,5.0,28.000000000000004,8.0,5.0,0.037295188556567,0.28571428571428603,28.68,2.0
176,5.0,29.99999999999997,6.0,9.0,0.062310582341891,0.2,99.51,0.0
177,5.0,22.00000000000004,6.0,9.0,0.0700890207715134,0.272727272727273,94.48,3.0
178,5.0,22.0,11.0,6.0,0.027221702525724995,0.5,29.1,4.0
179,5.0,27.00000000000003,10.0,6.0,0.0230173199635369,0.37037037037037,25.25,1.0
180,5.0,25.999999999999986,10.0,3.0,0.0107513988808953,0.384615384615385,13.45,3.0
181,5.0,23.000000000000032,5.0,5.0,0.0578089395267309,0.21739130434782603,65.96,3.0
182,5.0,30.00000000000003,4.0,3.0,0.043015214384509,0.133333333333333,62.2,4.0
183,4.0,28.999999999999996,11.0,10.0,0.038546042003231,0.37931034482758597,47.72,2.0
184,5.0,30.000000000000007,9.0,9.0,0.0585411471321696,0.3,46.95,4.0
185,5.0,29.99999999999993,11.0,0.0,0.0504021813224267,0.3666666666666671,73.94,3.0
186,5.0,30.000000000000004,3.0,2.0,0.0461318407960199,0.1,37.09,1.0
187,5.0,24.000000000000064,4.0,8.0,0.108620689655172,0.166666666666667,22.05,4.0
188,5.0,29.999999999999968,8.0,4.0,0.0854048780487805,0.266666666666667,87.54,2.0
189,4.0,25.999999999999975,10.0,9.0,0.0555052546483428,0.384615384615385,68.66,5.0
190,5.0,26.0,4.0,10.0,0.178718487394958,0.153846153846154,85.07,3.0
191,5.0,29.00000000000004,8.0,6.0,0.0191591591591592,0.27586206896551696,25.52,2.0
192,5.0,29.000000000000032,11.0,9.0,0.139066666666667,0.37931034482758597,10.43,4.0
193,5.0,29.000000000000014,0.0,5.0,0.0351847704367301,0.0,31.42,2.0
194,5.0,26.000000000000007,0.0,5.0,0.0316835443037975,0.0,25.03,2.0
195,5.0,28.999999999999993,1.0,6.0,0.0457230142566191,0.0344827586206897,44.9,2.0
196,5.0,27.0,5.0,7.0,0.18877470355731196,0.185185185185185,95.52,2.0
197,5.0,26.000000000000004,6.0,7.0,0.0602124645892351,0.23076923076923103,42.51,3.0
198,5.0,25.999999999999947,7.0,7.0,0.0638834216502649,0.269230769230769,84.39,4.0
199,5.0,27.999999999999982,11.0,1.0,0.013015214384508998,0.3928571428571429,9.41,0.0
200,5.0,30.0,4.0,7.0,0.0330800542740841,0.133333333333333,48.76,1.0
201,5.0,25.000000000000014,10.0,4.0,0.0395126705653021,0.4,20.27,3.0
202,5.0,29.999999999999947,1.0,5.0,0.0422874341610233,0.0333333333333333,56.2,5.0
203,5.0,24.999999999999996,3.0,4.0,0.0114901960784314,0.12,8.79,5.0
204,5.0,26.99999999999998,3.0,3.0,0.060798755186722,0.111111111111111,58.61,5.0
205,5.0,23.99999999999999,11.0,9.0,0.0667087155963303,0.4583333333333329,58.17,4.0
206,5.0,24.0,6.0,4.0,0.0383409436834094,0.25,25.19,1.0
207,5.0,26.999999999999968,9.0,1.0,0.0711612021857924,0.33333333333333304,52.09,1.0
208,5.0,22.99999999999995,11.0,9.0,0.0385509838998211,0.4782608695652171,43.1,1.0
209,5.0,23.000000000000014,6.0,3.0,0.0268069120961683,0.260869565217391,35.68,1.0
210,5.0,24.000000000000007,8.0,0.0,0.00915492957746479,0.33333333333333304,3.9,0.0
211,5.0,29.999999999999954,11.0,4.0,0.0335345666991237,0.3666666666666671,34.44,2.0
212,5.0,28.999999999999968,2.0,0.0,0.0032890365448505,0.0689655172413793,4.95,2.0
213,5.0,24.000000000000043,3.0,6.0,0.020752380952381,0.125,21.79,0.0
214,4.0,27.99999999999992,6.0,9.0,0.0501228364042434,0.214285714285714,89.77,4.0
215,4.0,28.999999999999964,10.0,10.0,0.00453800298062593,0.34482758620689696,6.09,0.0
216,5.0,26.000000000000007,7.0,7.0,0.0142138364779874,0.269230769230769,9.04,0.0
217,5.0,24.999999999999957,5.0,8.0,0.0610548823948681,0.2,85.66,1.0
218,4.0,27.99999999999999,10.0,4.0,0.00751533742331288,0.3571428571428571,2.45,3.0
219,5.0,22.000000000000014,7.0,10.0,0.0280964912280702,0.31818181818181795,32.03,5.0
220,5.0,23.999999999999986,6.0,6.0,0.0904607329842932,0.25,86.39,5.0
221,5.0,29.000000000000053,10.0,10.0,0.0641316931982634,0.34482758620689696,88.63,5.0
222,4.0,28.00000000000003,11.0,9.0,0.0644552967693464,0.3928571428571429,85.79,3.0
223,5.0,23.00000000000003,9.0,10.0,0.00716981132075472,0.39130434782608703,12.16,4.0
224,5.0,22.000000000000043,10.0,5.0,0.0219748858447489,0.45454545454545503,19.25,1.0
225,5.0,24.999999999999975,1.0,9.0,0.109440104166667,0.04,84.05,4.0
226,5.0,23.00000000000002,4.0,5.0,0.107752293577982,0.17391304347826098,46.98,5.0
227,5.0,23.999999999999993,7.0,2.0,0.00175465838509317,0.29166666666666696,1.13,5.0
228,5.0,23.00000000000004,2.0,6.0,0.100780051150895,0.0869565217391304,78.81,3.0
229,5.0,25.000000000000075,6.0,5.0,0.0214170969592656,0.24,37.33,0.0
230,5.0,28.999999999999964,4.0,3.0,0.0556363636363636,0.137931034482759,67.32,2.0
231,5.0,29.0,2.0,0.0,0.017704822777455,0.0689655172413793,30.47,5.0
232,4.0,29.999999999999975,10.0,10.0,0.0417698259187621,0.33333333333333304,43.19,5.0
233,5.0,29.00000000000004,5.0,5.0,0.0374321880650995,0.172413793103448,41.4,5.0
234,5.0,24.999999999999968,4.0,7.0,0.031455737704917996,0.16,47.97,4.0
235,5.0,28.00000000000003,9.0,0.0,0.0201834282099937,0.32142857142857106,31.91,1.0
236,4.0,27.999999999999947,10.0,1.0,0.0126830732292917,0.3571428571428571,21.13,4.0
237,5.0,28.99999999999999,10.0,8.0,0.142101769911504,0.34482758620689696,64.23,2.0
238,5.0,23.000000000000004,4.0,10.0,0.00202846975088968,0.17391304347826098,0.57,3.0
239,5.0,27.999999999999968,8.0,6.0,0.0882527881040892,0.28571428571428603,71.22,4.0
240,5.0,20.999999999999964,6.0,9.0,0.0235259692757864,0.28571428571428603,32.16,3.0
241,5.0,29.999999999999968,5.0,0.0,0.0122518518518519,0.166666666666667,8.27,2.0
242,5.0,29.000000000000025,6.0,2.0,0.0474842767295597,0.206896551724138,30.2,3.0
243,5.0,30.000000000000053,11.0,4.0,0.0528822197055493,0.3666666666666671,93.39,2.0
244,5.0,25.999999999999996,6.0,6.0,0.0174367436743674,0.23076923076923103,15.85,2.0
245,5.0,29.999999999999968,7.0,6.0,0.0285258358662614,0.23333333333333303,37.54,0.0
246,4.0,28.000000000000046,10.0,7.0,0.00369614512471655,0.3571428571428571,6.52,5.0
247,5.0,27.999999999999986,5.0,1.0,0.0452941176470588,0.178571428571429,2.31,0.0
248,5.0,26.000000000000032,10.0,5.0,0.0453346855983773,0.384615384615385,67.05,1.0
249,5.0,27.999999999999986,8.0,2.0,0.0711352418558737,0.28571428571428603,72.06,1.0
250,4.0,26.999999999999975,7.0,9.0,0.08484934086629,0.25925925925925897,90.11,2.0
251,5.0,24.000000000000007,11.0,0.0,0.0208980418636057,0.4583333333333329,30.95,0.0
252,5.0,24.99999999999997,2.0,6.0,0.10425806451612898,0.08,80.8,1.0
253,5.0,21.999999999999975,8.0,7.0,0.0567708333333333,0.36363636363636404,65.4,4.0
254,4.0,29.999999999999947,10.0,2.0,0.046015406162465,0.33333333333333304,65.71,2.0
255,5.0,28.000000000000014,1.0,1.0,0.0263152610441767,0.0357142857142857,26.21,4.0
256,5.0,23.000000000000068,7.0,6.0,0.0523017621145374,0.304347826086957,94.98,0.0
257,5.0,22.99999999999998,6.0,10.0,0.187849056603774,0.260869565217391,99.56,4.0
258,5.0,30.00000000000008,7.0,4.0,0.126582278481013,0.23333333333333303,30.0,2.0
259,5.0,22.999999999999975,3.0,2.0,0.0512631578947368,0.130434782608696,34.09,1.0
260,5.0,28.999999999999968,11.0,7.0,0.0772397769516729,0.37931034482758597,83.11,1.0
261,5.0,25.000000000000004,10.0,9.0,0.0398698481561822,0.4,18.38,0.0
262,5.0,22.999999999999975,10.0,10.0,0.0520664206642066,0.43478260869565205,70.55,4.0
263,4.0,27.000000000000014,11.0,9.0,0.0865014577259475,0.407407407407407,89.01,2.0
264,4.0,29.99999999999993,10.0,9.0,0.00853881278538813,0.33333333333333304,13.09,2.0
265,5.0,26.999999999999954,10.0,5.0,0.0323890784982935,0.37037037037037,56.94,0.0
266,5.0,27.000000000000078,5.0,8.0,0.00632502831257078,0.185185185185185,11.17,5.0
267,5.0,23.000000000000004,6.0,9.0,0.0605519176800748,0.260869565217391,64.73,3.0
268,5.0,26.000000000000014,11.0,1.0,0.0024853228962818,0.42307692307692296,1.27,2.0
269,5.0,24.999999999999986,9.0,4.0,0.0520186335403727,0.36,83.75,3.0
270,4.0,28.99999999999997,4.0,8.0,0.033046875,0.137931034482759,29.61,0.0
271,5.0,25.999999999999943,8.0,4.0,0.0690047393364929,0.307692307692308,87.36,1.0
272,5.0,24.99999999999997,7.0,7.0,0.10648148148148101,0.28,69.0,3.0
273,5.0,27.00000000000006,6.0,5.0,0.0472222222222222,0.222222222222222,75.65,3.0
274,5.0,24.999999999999936,2.0,7.0,0.0494629014396456,0.08,89.33,2.0
275,5.0,24.0,0.0,7.0,0.0715939447907391,0.0,80.4,2.0
276,5.0,22.999999999999975,0.0,7.0,0.0427515400410678,0.0,20.82,4.0
277,5.0,29.000000000000018,11.0,7.0,0.00349304482225657,0.37931034482758597,2.26,4.0
278,5.0,29.000000000000004,8.0,4.0,0.127321428571429,0.27586206896551696,7.13,2.0
279,5.0,23.0,6.0,7.0,0.045351999999999996,0.260869565217391,56.69,4.0
280,5.0,24.0,2.0,4.0,0.0668150684931507,0.0833333333333333,39.02,5.0
281,5.0,27.000000000000014,10.0,5.0,0.115982142857143,0.37037037037037,90.93,5.0
282,5.0,24.0,11.0,3.0,0.05561872909699,0.4583333333333329,16.63,4.0
283,5.0,24.99999999999997,1.0,4.0,0.0509537856440511,0.04,51.82,1.0
284,5.0,23.999999999999996,10.0,5.0,0.0758120437956204,0.4166666666666671,83.09,1.0
285,5.0,29.999999999999986,10.0,8.0,0.0714174757281553,0.33333333333333304,36.78,3.0
286,5.0,28.00000000000003,4.0,7.0,0.0567000835421888,0.14285714285714302,67.87,2.0
287,5.0,30.000000000000064,5.0,9.0,0.011260457334077,0.166666666666667,20.19,2.0
288,5.0,26.000000000000064,8.0,8.0,0.0375141242937853,0.307692307692308,53.12,3.0
289,5.0,27.000000000000014,0.0,6.0,0.00211155378486056,0.0,1.59,0.0
290,5.0,24.0,8.0,10.0,0.195065359477124,0.33333333333333304,59.69,4.0
291,5.0,23.999999999999932,10.0,1.0,0.0471191135734072,0.4166666666666671,68.04,4.0
292,5.0,22.99999999999999,3.0,4.0,0.0614634146341463,0.130434782608696,73.08,5.0
293,5.0,26.999999999999982,9.0,4.0,0.0412734741784038,0.33333333333333304,70.33,0.0
294,5.0,22.999999999999982,10.0,8.0,0.0788711656441718,0.43478260869565205,64.28,3.0
295,4.0,27.00000000000006,5.0,9.0,0.0599412532637076,0.185185185185185,91.83,2.0
296,5.0,28.00000000000002,11.0,7.0,0.093160621761658,0.3928571428571429,89.9,0.0
297,5.0,29.999999999999993,8.0,3.0,0.0949158653846154,0.266666666666667,78.97,1.0
298,5.0,28.999999999999993,11.0,5.0,0.0153937947494033,0.37931034482758597,6.45,1.0
299,5.0,25.000000000000014,7.0,4.0,0.0573667711598746,0.28,18.3,0.0
300,5.0,24.999999999999922,9.0,8.0,0.0410069848661234,0.36,70.45,2.0
